,0,1,2,3,4,5,6
109,0.6326,0.6244,0.5838,0.6376,0.6316,0.633,0.6192
110,0.6336,0.625,0.5824,0.6388,0.632,0.6398,0.6216
111,0.6358,0.6248,0.5834,0.6424,0.633,0.6446,0.6236
112,0.638,0.6258,0.5824,0.6458,0.6314,0.6446,0.631
113,0.638,0.6284,0.5854,0.6476,0.6344,0.6458,0.6232
114,0.6424,0.6362,0.5864,0.6462,0.6366,0.6474,0.6258
115,0.6436,0.6396,0.5882,0.6458,0.6376,0.6488,0.6238
116,0.649,0.642,0.5922,0.6436,0.6376,0.6472,0.622
117,0.648,0.642,0.5982,0.645,0.6372,0.6496,0.626
118,0.6458,0.6476,0.6042,0.6462,0.6376,0.6544,0.6242
119,0.6454,0.6482,0.6052,0.6504,0.6386,0.6528,0.6318
120,0.6444,0.648,0.6084,0.6518,0.638,0.6558,0.6328
121,0.644,0.6502,0.6082,0.6488,0.6388,0.661,0.6374
122,0.6448,0.6498,0.6076,0.648,0.6438,0.6634,0.6402
123,0.6472,0.6502,0.6056,0.6506,0.6394,0.6636,0.644
124,0.645,0.6526,0.6066,0.6512,0.6416,0.6646,0.6438
125,0.646,0.6528,0.608,0.6496,0.646,0.6628,0.6432
126,0.6444,0.6516,0.6094,0.6478,0.649,0.6648,0.6454
127,0.645,0.6496,0.609,0.6536,0.6526,0.6678,0.641
128,0.6472,0.653,0.6076,0.654,0.6576,0.6666,0.6414
129,0.6474,0.6546,0.6144,0.6536,0.655,0.6688,0.6406
130,0.6562,0.6564,0.613,0.6528,0.6556,0.67,0.6466
131,0.6582,0.6598,0.6168,0.6562,0.6532,0.6714,0.6462
132,0.6612,0.6632,0.6212,0.6592,0.6578,0.6736,0.648
133,0.6614,0.6674,0.626,0.6606,0.662,0.6668,0.6498
134,0.6568,0.6644,0.631,0.6624,0.6638,0.6706,0.6504
135,0.6566,0.6676,0.6284,0.6626,0.6708,0.6704,0.6534
136,0.657,0.6736,0.6278,0.6628,0.672,0.6704,0.6544
137,0.659,0.6804,0.63,0.6608,0.6734,0.6664,0.6548
138,0.658,0.679,0.6404,0.6594,0.6728,0.6728,0.6536
139,0.6658,0.6808,0.641,0.6614,0.6734,0.669,0.6522
140,0.6698,0.6848,0.6464,0.6636,0.6726,0.6674,0.6562
141,0.6674,0.6802,0.6452,0.66,0.6774,0.667,0.6554
142,0.6678,0.6824,0.646,0.662,0.6762,0.6668,0.6574
143,0.6722,0.6768,0.6476,0.6624,0.6812,0.668,0.6558
144,0.6688,0.6736,0.6516,0.6678,0.6832,0.6692,0.6558
145,0.664,0.6798,0.6476,0.6634,0.685,0.6666,0.655
146,0.6658,0.6796,0.6456,0.6678,0.69,0.6682,0.6546
147,0.6656,0.6732,0.6462,0.6662,0.69,0.6772,0.6552
148,0.6678,0.6778,0.6468,0.6666,0.6896,0.6802,0.6518
149,0.666,0.6826,0.6462,0.6646,0.6902,0.6804,0.6532
150,0.6646,0.685,0.6474,0.6636,0.6926,0.6824,0.6512
151,0.6636,0.6826,0.6494,0.6648,0.6938,0.6832,0.6544
152,0.6658,0.6794,0.6466,0.671,0.6942,0.6888,0.6532
153,0.6696,0.681,0.6504,0.6704,0.6916,0.6898,0.6534
154,0.672,0.6822,0.6486,0.6762,0.6934,0.6912,0.6552
155,0.6714,0.68,0.6496,0.6744,0.6944,0.692,0.657
156,0.6716,0.6798,0.6518,0.6726,0.6952,0.6952,0.6614
157,0.675,0.6798,0.6508,0.6708,0.699,0.6962,0.6632
158,0.6752,0.6838,0.652,0.6748,0.695,0.6964,0.6624
159,0.6804,0.6836,0.653,0.6732,0.6978,0.6994,0.6694
160,0.678,0.6874,0.6528,0.6742,0.6982,0.7024,0.672
161,0.6798,0.6852,0.65,0.6734,0.6972,0.7046,0.6796
162,0.678,0.6896,0.6486,0.672,0.7066,0.7054,0.6822
163,0.6788,0.6884,0.6522,0.6778,0.7062,0.7064,0.6808
164,0.6768,0.694,0.6548,0.6796,0.7054,0.7056,0.6822
165,0.6808,0.6932,0.6494,0.6822,0.7046,0.7086,0.683
166,0.6856,0.6914,0.6562,0.685,0.7038,0.7106,0.6816
167,0.6818,0.6906,0.6582,0.6818,0.7048,0.7124,0.687
168,0.6842,0.6922,0.6618,0.682,0.706,0.7112,0.6838
169,0.6826,0.692,0.6666,0.6876,0.706,0.7104,0.6816
170,0.6816,0.6912,0.6662,0.6892,0.7044,0.713,0.6786
171,0.6822,0.6908,0.663,0.6872,0.7044,0.7148,0.6806
172,0.6802,0.691,0.658,0.6854,0.702,0.7156,0.6826
173,0.6816,0.6942,0.6614,0.69,0.7044,0.7142,0.6812
174,0.682,0.6926,0.6654,0.6904,0.709,0.716,0.6858
175,0.6852,0.6942,0.6652,0.691,0.7116,0.7166,0.6828
176,0.69,0.6926,0.668,0.6918,0.7088,0.7182,0.6858
177,0.6908,0.6942,0.67,0.6898,0.7078,0.7138,0.684
178,0.694,0.6914,0.6708,0.6938,0.7088,0.7124,0.6848
179,0.6956,0.6916,0.6726,0.6938,0.7058,0.7156,0.6836
180,0.6986,0.6944,0.6756,0.6946,0.7102,0.7176,0.6852
181,0.7,0.6938,0.6734,0.693,0.7142,0.7154,0.685
182,0.703,0.6936,0.6724,0.6966,0.7172,0.7176,0.6844
183,0.7044,0.6936,0.675,0.6972,0.7174,0.7198,0.6866
184,0.704,0.6936,0.6736,0.7008,0.7188,0.7202,0.6866
185,0.7046,0.6914,0.6748,0.7006,0.7198,0.7206,0.6846
186,0.702,0.6898,0.673,0.6986,0.7198,0.7186,0.685
187,0.7048,0.6904,0.6712,0.6986,0.7198,0.718,0.6868
188,0.7074,0.6926,0.6738,0.7004,0.7156,0.7168,0.6886
189,0.7088,0.6916,0.6696,0.698,0.7168,0.7206,0.6902
190,0.7076,0.6934,0.673,0.7018,0.7186,0.7196,0.6908
191,0.7038,0.692,0.6742,0.6992,0.7192,0.721,0.695
192,0.7052,0.6946,0.6808,0.699,0.719,0.7236,0.6936
193,0.7052,0.6944,0.6794,0.7,0.7164,0.7212,0.6936
194,0.7072,0.6988,0.6806,0.7048,0.7198,0.7208,0.6972
195,0.706,0.6988,0.6814,0.7078,0.7238,0.72,0.6954
196,0.7078,0.6936,0.6814,0.71,0.7286,0.7198,0.6984
197,0.7064,0.692,0.6818,0.7088,0.7266,0.721,0.6986
198,0.7072,0.6982,0.6792,0.71,0.7266,0.7202,0.698
199,0.7088,0.6992,0.6794,0.7108,0.727,0.7212,0.6982
200,0.7052,0.7006,0.6786,0.7096,0.7326,0.7226,0.7004
201,0.707,0.7012,0.6788,0.7094,0.7302,0.7206,0.702
202,0.7078,0.703,0.6778,0.7136,0.7332,0.7214,0.7058
203,0.708,0.7004,0.6772,0.713,0.7328,0.7214,0.7032
204,0.7112,0.7046,0.6812,0.7126,0.7344,0.7224,0.7028
205,0.7114,0.703,0.6806,0.7138,0.7306,0.7196,0.706
206,0.7132,0.7024,0.6852,0.7132,0.7326,0.717,0.7072
207,0.7158,0.702,0.6884,0.7152,0.729,0.7208,0.7052
208,0.7146,0.705,0.6916,0.7134,0.7328,0.7204,0.7084
209,0.7172,0.702,0.6954,0.7166,0.7294,0.7186,0.706
210,0.7208,0.7064,0.695,0.7146,0.7238,0.72,0.7062
211,0.718,0.7068,0.6912,0.716,0.7246,0.7194,0.7072
212,0.7168,0.7102,0.6958,0.7164,0.725,0.7172,0.7088
213,0.7154,0.712,0.7012,0.714,0.725,0.719,0.7052
214,0.7174,0.7132,0.7044,0.714,0.7264,0.7228,0.7062
215,0.718,0.7102,0.7034,0.7104,0.7256,0.7236,0.7052
216,0.7208,0.7092,0.7008,0.71,0.7278,0.7278,0.7056
217,0.7184,0.7092,0.7074,0.711,0.7282,0.7308,0.7044
218,0.7174,0.7112,0.7072,0.7126,0.7312,0.729,0.7068
219,0.7168,0.7144,0.709,0.7158,0.7316,0.7314,0.7074
220,0.7146,0.7144,0.7102,0.7166,0.7334,0.727,0.7072
221,0.7184,0.7138,0.7134,0.7186,0.738,0.7264,0.7072
222,0.7164,0.7134,0.7166,0.7218,0.7374,0.7298,0.7092
223,0.7152,0.7166,0.712,0.7188,0.739,0.7308,0.709
224,0.7172,0.7172,0.7132,0.7178,0.7374,0.7314,0.706
225,0.7168,0.715,0.7142,0.7206,0.7368,0.7366,0.7074
226,0.717,0.716,0.7168,0.7258,0.7374,0.7376,0.7012
227,0.7176,0.7164,0.7146,0.7272,0.7386,0.74,0.7038
228,0.7166,0.7168,0.7164,0.7284,0.7384,0.7396,0.7066
229,0.7158,0.719,0.7146,0.729,0.7378,0.7414,0.7076
230,0.7156,0.7174,0.7134,0.73,0.7386,0.7408,0.7084
231,0.7184,0.7172,0.7146,0.7314,0.7392,0.7434,0.7106
232,0.7158,0.7194,0.7118,0.731,0.7386,0.741,0.7082
233,0.7156,0.7192,0.7094,0.733,0.741,0.7408,0.7088
234,0.7146,0.7192,0.713,0.7302,0.7418,0.7404,0.7086
235,0.712,0.7204,0.7132,0.7274,0.74,0.7398,0.7074
236,0.7168,0.7178,0.7146,0.7292,0.7408,0.7394,0.7068
237,0.7216,0.7196,0.7146,0.73,0.7416,0.7404,0.7092
238,0.7194,0.72,0.7122,0.729,0.7422,0.742,0.7104
239,0.7166,0.7206,0.7124,0.7302,0.7438,0.7394,0.7092
240,0.719,0.7208,0.714,0.73,0.743,0.7414,0.7104
241,0.719,0.7196,0.7088,0.7336,0.7452,0.741,0.7118
242,0.72,0.7176,0.7132,0.7328,0.7444,0.741,0.7078
243,0.7178,0.7218,0.7148,0.7304,0.7456,0.74,0.7062
244,0.72,0.7196,0.7136,0.7294,0.743,0.7398,0.7126
245,0.7182,0.7192,0.7148,0.7324,0.7444,0.742,0.7134
246,0.7136,0.7182,0.7142,0.73,0.745,0.7422,0.7136
247,0.715,0.7194,0.718,0.733,0.7428,0.7408,0.7118
248,0.714,0.7208,0.7174,0.733,0.7406,0.7422,0.7114
249,0.712,0.7222,0.7182,0.731,0.7422,0.7414,0.711
250,0.7144,0.723,0.7164,0.731,0.742,0.7442,0.711
251,0.7134,0.7204,0.7146,0.7326,0.7426,0.745,0.7138
252,0.7178,0.7196,0.7142,0.734,0.7416,0.7438,0.7154
253,0.7194,0.7202,0.7118,0.732,0.7412,0.7452,0.714
254,0.7188,0.7126,0.7138,0.7378,0.7434,0.7428,0.7184
255,0.7224,0.7138,0.7134,0.7394,0.74,0.7446,0.716
256,0.7224,0.7138,0.7156,0.7356,0.7434,0.7464,0.7142
257,0.7236,0.7144,0.7162,0.7378,0.7446,0.749,0.7164
258,0.7284,0.7124,0.7158,0.7368,0.7418,0.748,0.719
259,0.7244,0.713,0.7158,0.7398,0.7436,0.7478,0.7218
260,0.7252,0.7152,0.7194,0.737,0.7418,0.7458,0.7202
261,0.7246,0.7138,0.7186,0.7376,0.7452,0.748,0.7188
262,0.7234,0.7144,0.7192,0.7392,0.7444,0.7478,0.724
263,0.7246,0.712,0.7198,0.7406,0.7428,0.7482,0.7214
264,0.724,0.7138,0.7184,0.7396,0.7448,0.747,0.7238
265,0.7254,0.7132,0.718,0.739,0.7414,0.7444,0.7208
266,0.729,0.7144,0.7228,0.739,0.742,0.7466,0.7216
267,0.7274,0.7166,0.7234,0.741,0.7402,0.7434,0.7232
268,0.7268,0.716,0.723,0.7406,0.741,0.7438,0.7266
269,0.7256,0.7126,0.7212,0.741,0.7412,0.7444,0.7218
270,0.7262,0.716,0.721,0.7418,0.7428,0.7472,0.7246
271,0.7248,0.7186,0.7202,0.7418,0.744,0.7446,0.7236
272,0.73,0.7184,0.7202,0.7414,0.7442,0.743,0.7244
273,0.7336,0.7178,0.7256,0.7436,0.7444,0.7434,0.7242
274,0.7338,0.7156,0.7262,0.746,0.7434,0.7442,0.7214
275,0.7354,0.7214,0.7254,0.7456,0.7472,0.745,0.7246
276,0.7368,0.7226,0.7262,0.7466,0.749,0.7426,0.7242
277,0.7328,0.7202,0.7226,0.747,0.7454,0.7454,0.723
278,0.7328,0.7212,0.722,0.75,0.7472,0.7428,0.7266
279,0.7336,0.7214,0.7246,0.751,0.7472,0.745,0.7284
280,0.7332,0.7184,0.728,0.7496,0.7472,0.742,0.7278
281,0.7334,0.7236,0.7266,0.749,0.7484,0.7436,0.726
282,0.7334,0.7208,0.7266,0.7496,0.7486,0.7432,0.7252
283,0.7352,0.724,0.7254,0.7482,0.7468,0.7398,0.727
284,0.7326,0.7232,0.7282,0.7486,0.7488,0.7438,0.7242
285,0.7312,0.724,0.7274,0.7478,0.7488,0.743,0.7252
286,0.732,0.7254,0.726,0.748,0.7498,0.7432,0.724
287,0.7332,0.7224,0.7254,0.7504,0.7506,0.7438,0.7222
288,0.735,0.7272,0.7262,0.7498,0.7502,0.741,0.7278
289,0.7304,0.725,0.7252,0.7498,0.7488,0.7432,0.728
290,0.7326,0.7252,0.73,0.7502,0.749,0.744,0.7282
291,0.737,0.7252,0.7264,0.75,0.7482,0.7418,0.7292
292,0.7362,0.7278,0.7246,0.7482,0.75,0.743,0.7252
293,0.74,0.7272,0.725,0.7502,0.7494,0.746,0.7276
294,0.7402,0.7304,0.7244,0.7516,0.7498,0.7434,0.7272
295,0.7406,0.729,0.7244,0.7508,0.7514,0.7426,0.7298
296,0.7388,0.7294,0.7248,0.7514,0.7502,0.7468,0.7288
297,0.7358,0.73,0.7254,0.7508,0.7526,0.748,0.7258
298,0.7378,0.7302,0.729,0.7516,0.753,0.7526,0.7302
299,0.7384,0.7286,0.7266,0.7528,0.7524,0.753,0.7324
300,0.7394,0.7336,0.724,0.7546,0.7508,0.7504,0.7304
301,0.7398,0.7306,0.7286,0.7558,0.7528,0.75,0.7342
302,0.74,0.7282,0.7294,0.756,0.7566,0.7522,0.7322
303,0.7392,0.7304,0.7288,0.7602,0.7562,0.7524,0.7374
304,0.7406,0.7302,0.733,0.7598,0.7582,0.7522,0.7376
305,0.7422,0.7298,0.7326,0.7586,0.7594,0.7546,0.7384
306,0.7432,0.7318,0.7344,0.76,0.758,0.754,0.74
307,0.745,0.7322,0.7318,0.762,0.7572,0.7562,0.7338
308,0.7452,0.7306,0.731,0.7614,0.7578,0.7556,0.7372
309,0.745,0.7322,0.7312,0.7626,0.7578,0.7536,0.7386
310,0.743,0.7326,0.7334,0.7602,0.7592,0.7558,0.74
311,0.7442,0.7342,0.732,0.7642,0.7566,0.7548,0.7396
312,0.7438,0.7334,0.7356,0.7632,0.7584,0.755,0.7382
313,0.7466,0.739,0.7324,0.7606,0.7596,0.7564,0.7408
314,0.745,0.738,0.7314,0.7596,0.7574,0.7538,0.7436
315,0.7432,0.737,0.7356,0.7616,0.757,0.755,0.7418
316,0.7442,0.7364,0.7328,0.7664,0.7572,0.7542,0.7448
317,0.7442,0.739,0.7362,0.7626,0.754,0.754,0.7424
318,0.7466,0.7388,0.735,0.7626,0.755,0.7528,0.743
319,0.7482,0.7388,0.7368,0.7636,0.7532,0.7568,0.7406
320,0.7448,0.7404,0.741,0.7644,0.7538,0.753,0.7406
321,0.7456,0.7418,0.74,0.7634,0.7542,0.7554,0.7386
322,0.7484,0.745,0.7378,0.7634,0.7522,0.752,0.74
323,0.746,0.7444,0.7406,0.7662,0.754,0.7522,0.7404
324,0.7456,0.746,0.7392,0.767,0.7522,0.7528,0.7392
325,0.7478,0.7482,0.738,0.767,0.753,0.7538,0.7434
326,0.7494,0.7498,0.739,0.7652,0.7532,0.7528,0.7428
327,0.7506,0.7516,0.7382,0.7662,0.7542,0.7536,0.744
328,0.7488,0.752,0.7394,0.7654,0.7528,0.752,0.7434
329,0.7502,0.7484,0.7436,0.7678,0.7528,0.7548,0.7462
330,0.748,0.7486,0.74,0.7664,0.7516,0.7522,0.743
331,0.7534,0.7486,0.743,0.7654,0.7522,0.754,0.7396
332,0.7522,0.7492,0.7414,0.7664,0.7532,0.7562,0.7398
333,0.7488,0.7518,0.7446,0.766,0.7508,0.7594,0.7404
334,0.7496,0.7532,0.7456,0.7666,0.753,0.7586,0.743
335,0.7532,0.7524,0.7446,0.764,0.7526,0.761,0.7438
336,0.7532,0.7516,0.7446,0.7636,0.7538,0.7602,0.7432
337,0.7532,0.7528,0.7448,0.7646,0.7522,0.7612,0.7414
338,0.7506,0.7526,0.7458,0.7658,0.7538,0.7598,0.7438
339,0.7526,0.7536,0.7452,0.765,0.7566,0.7614,0.7436
340,0.7516,0.7536,0.7466,0.7634,0.7542,0.7588,0.7424
341,0.7486,0.7516,0.7482,0.7632,0.7564,0.7584,0.749
342,0.7494,0.7532,0.7492,0.7624,0.7546,0.7596,0.7528
343,0.7514,0.754,0.7512,0.763,0.7552,0.7556,0.7548
344,0.7538,0.7552,0.7488,0.765,0.7576,0.757,0.7556
345,0.754,0.7558,0.7496,0.7626,0.7574,0.7574,0.754
346,0.7526,0.7524,0.7496,0.7646,0.7572,0.7594,0.7538
347,0.7556,0.7584,0.746,0.7642,0.7602,0.7564,0.7514
348,0.7584,0.7568,0.748,0.765,0.7588,0.7568,0.7528
349,0.758,0.76,0.7494,0.7654,0.7562,0.7574,0.7524
350,0.759,0.7582,0.7506,0.7664,0.7574,0.7576,0.7532
351,0.757,0.7604,0.7484,0.7656,0.7544,0.7542,0.7534
352,0.7546,0.762,0.7492,0.766,0.756,0.7576,0.7538
353,0.7542,0.7602,0.7484,0.7658,0.7536,0.7572,0.7554
354,0.7548,0.7624,0.7466,0.7668,0.7536,0.7602,0.7572
355,0.7566,0.7616,0.746,0.7682,0.7536,0.7614,0.756
356,0.7534,0.763,0.7476,0.7666,0.753,0.7604,0.7544
357,0.7576,0.7632,0.7506,0.7676,0.7542,0.7628,0.7608
358,0.7586,0.7614,0.7474,0.7666,0.7526,0.7638,0.7618
359,0.7584,0.7592,0.7488,0.7672,0.754,0.7626,0.761
360,0.7606,0.7596,0.747,0.766,0.7564,0.7604,0.7592
361,0.7624,0.76,0.7466,0.766,0.7602,0.7616,0.7574
362,0.7628,0.7608,0.7462,0.7652,0.7584,0.762,0.756
363,0.7656,0.762,0.7472,0.7664,0.7598,0.7612,0.7576
364,0.7644,0.7604,0.7466,0.7628,0.7598,0.7614,0.7582
365,0.764,0.7636,0.7494,0.7654,0.7576,0.7614,0.758
366,0.7666,0.7622,0.75,0.7668,0.7556,0.7586,0.7588
367,0.7662,0.7632,0.749,0.7662,0.7568,0.7614,0.7568
368,0.7656,0.7612,0.7502,0.765,0.7586,0.7656,0.759
369,0.7666,0.7644,0.749,0.7648,0.7614,0.7676,0.7568
370,0.7652,0.7644,0.7502,0.7624,0.7602,0.7672,0.7606
371,0.7658,0.763,0.7516,0.7638,0.76,0.7664,0.7586
372,0.7666,0.762,0.7508,0.7642,0.7602,0.7662,0.756
373,0.766,0.7622,0.7498,0.7646,0.762,0.769,0.7572
374,0.7674,0.7628,0.7514,0.7656,0.766,0.7698,0.759
375,0.7668,0.7604,0.7486,0.7686,0.7658,0.771,0.7604
376,0.7682,0.7618,0.7502,0.7706,0.765,0.7672,0.76
377,0.7676,0.7622,0.7488,0.7694,0.7664,0.7708,0.7618
378,0.7684,0.76,0.7492,0.7712,0.7658,0.7712,0.762
379,0.7684,0.7612,0.7482,0.7702,0.7672,0.7726,0.7618
380,0.7684,0.7614,0.7478,0.7696,0.7672,0.7708,0.761
381,0.77,0.7596,0.7516,0.7698,0.7664,0.7696,0.7628
382,0.7708,0.7616,0.7506,0.7692,0.766,0.774,0.7604
383,0.7704,0.7638,0.7506,0.767,0.7712,0.7734,0.763
384,0.7704,0.7634,0.754,0.7682,0.7674,0.7742,0.7606
385,0.7698,0.7604,0.7512,0.7682,0.766,0.7756,0.7616
386,0.77,0.7624,0.7474,0.7702,0.7668,0.7758,0.765
387,0.7684,0.762,0.7542,0.7692,0.7696,0.7746,0.767
388,0.7698,0.764,0.7532,0.7698,0.7706,0.7758,0.764
389,0.77,0.7644,0.7516,0.769,0.7702,0.7766,0.762
390,0.7702,0.7622,0.7544,0.7694,0.7698,0.776,0.7626
391,0.7684,0.7642,0.7534,0.7716,0.7674,0.7714,0.7622
