,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108
10,1.8447531461715696,0.8998045325279236,0.9308634400367736,1.932058572769165,1.4952774047851562,3.609576463699341,1.0578359365463257,1.3056514263153076,1.249160647392273,0.9493995904922484,1.0295788049697876,1.1765910387039185,1.5512603521347046,1.3458541631698608,1.0510649681091309,1.3623592853546145,1.0848063230514526,0.919157862663269,1.913501739501953,1.333827257156372,2.2902188301086426,1.0337567329406738,0.8630987405776978,0.9442812204360962,1.5060434341430664,1.7809507846832275,0.8030563592910767,0.7549286484718323,1.3585517406463623,1.2992253303527832,1.4569135904312134,0.8802124857902527,1.060241937637329,1.725186109542847,0.7841660976409912,1.4771287441253662,1.0751771926879885,1.8094638586044312,1.068917751312256,1.034129977226257,1.083493947982788,2.3277082443237305,1.5403136014938354,0.9717905521392822,2.000803232192993,1.8999639749526975,1.9202920198440552,1.1530213356018066,2.571209669113159,1.2492904663085938,0.9397610425949096,1.0870345830917358,1.3879050016403198,1.5689152479171753,1.083555817604065,2.1758387088775635,0.9414346218109132,0.9883840084075928,1.36112380027771,2.57506799697876,1.0087075233459473,1.1553000211715698,0.9561771154403688,1.4682471752166748,1.2725316286087036,2.305535316467285,1.0097676515579224,0.9580265879631042,1.0039052963256836,0.9520367383956908,1.0023670196533203,1.0830308198928833,1.671186089515686,1.1447352170944214,1.4137625694274902,1.4593782424926758,1.6838933229446411,0.9869496822357178,1.2011560201644895,1.001619577407837,1.569982647895813,1.6594091653823853,1.000205159187317,2.2518057823181152,1.5051851272583008,1.4764676094055176,1.922520399093628,1.0254443883895874,1.0480732917785645,2.8290529251098637,1.502310276031494,1.315603494644165,0.8558685779571533,0.7000316381454468,1.4290590286254885,0.7214981317520142,1.4223945140838623,1.2290538549423218,1.1959244012832642,1.3141006231307983,0.9992828965187072,0.7363137006759644,2.906540632247925,0.9121572375297546,0.8092469573020935,1.2529956102371216,0.9880359172821044,0.97797030210495,1.0563887357711792
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2.0658674240112305,1.018635630607605,0.8941829800605774,1.7919386625289917,1.5798063278198242,3.0311312675476074,1.405750393867493,1.0395430326461792,1.397187352180481,1.0057249069213867,1.2044867277145386,1.2591229677200315,1.5085015296936035,1.3536571264266968,1.294383883476257,1.1763639450073242,0.8980283141136169,1.1674740314483645,1.380862593650818,1.16109299659729,2.517871618270874,1.0599684715270996,1.1346182823181152,1.1999750137329102,1.559900164604187,2.735854148864746,0.9498881697654724,0.9932968020439148,2.137236833572388,1.0861746072769165,0.8928903341293335,0.8436368703842163,1.348060965538025,1.5305503606796265,0.9170944094657898,1.020054578781128,1.0785081386566162,1.986451268196106,1.1969486474990845,1.2438002824783323,0.9965881109237672,1.9159948825836184,1.9058258533477783,1.1820863485336304,1.6020644903182983,2.1522319316864014,1.7964270114898682,1.1382631063461304,2.4509127140045166,1.1709831953048706,0.9675962924957277,1.1868656873703003,1.524935245513916,1.2279181480407717,1.0625059604644775,2.36472749710083,0.9232910871505736,1.9170455932617188,1.560313105583191,2.536452531814575,1.067448377609253,1.2126775979995728,1.0883054733276367,1.6933679580688477,1.3806700706481934,4.371622085571289,1.1122652292251587,1.180203914642334,1.0847069025039673,1.1707007884979248,0.956960380077362,1.2785637378692627,1.084816813468933,1.2319620847702026,1.4117692708969116,1.3838351964950562,1.7238476276397705,0.8665472269058228,1.2020436525344849,1.0074412822723389,1.3076211214065552,1.43573260307312,1.0375465154647827,2.4242987632751465,1.0314311981201172,1.1236612796783447,1.58879816532135,1.0652737617492676,0.944213569164276,3.033980131149292,1.1714072227478027,1.6453070640563965,1.0446832180023191,0.8074710369110107,1.2057735919952393,0.7417261600494385,1.549497365951538,0.9676498174667358,1.3819500207901,1.3641831874847412,1.240817904472351,0.917747676372528,2.644484519958496,0.877799391746521,1.4591360092163086,1.2406522035598757,0.9686872363090516,0.920056164264679,1.3741374015808103
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1.8115571737289429,1.089680790901184,0.9080211520195008,1.1571041345596311,1.4776544570922852,2.864965915679932,1.262778639793396,1.161181926727295,1.5087553262710571,1.1438387632369995,1.127272605895996,1.231917381286621,1.1053447723388672,1.5063246488571167,1.0687028169631958,1.3608554601669312,0.977088987827301,1.3640644550323486,1.6106278896331787,1.4268909692764282,2.0782761573791504,1.2972197532653809,1.1963945627212524,1.3662720918655396,1.5113210678100586,2.5356125831604004,1.1248146295547483,1.5031057596206665,2.309364557266236,1.0779125690460205,0.944121778011322,0.8659921288490295,1.1296805143356323,1.4309884309768677,1.067897081375122,1.0219354629516602,0.9317989945411682,1.798670768737793,1.1742764711380005,1.7786067724227903,0.9496859908103944,2.2117841243743896,1.83489453792572,1.293370485305786,1.8680168390274048,1.9585309028625488,1.3761000633239746,1.2676913738250732,1.910060167312622,1.289864182472229,1.109611988067627,1.3275891542434692,1.6224982738494873,1.1683590412139893,1.200622797012329,3.3357858657836914,0.985046684741974,2.778456449508667,1.5384762287139893,2.3874382972717285,0.9775909185409546,1.101982593536377,1.1361874341964722,1.4581694602966309,1.4097061157226562,5.224624633789063,1.2636377811431885,1.0494447946548462,1.069779396057129,1.1246932744979858,1.4370062351226809,1.207202434539795,1.3915607929229736,1.7099298238754272,1.7123500108718872,1.3540503978729248,1.894113063812256,0.9310649633407592,1.4918959140777588,1.0559979677200315,1.493056058883667,1.028047800064087,1.0791317224502563,2.3110408782958984,1.2141461372375488,0.982023537158966,1.610453963279724,1.0889127254486084,0.9783371686935424,3.3788092136383057,1.2161107063293457,1.227266788482666,1.0552570819854736,0.9485682845115662,1.4006842374801636,0.7882903814315796,1.1925534009933472,1.0278561115264893,1.4472651481628418,1.3050448894500732,1.7307974100112915,0.9912940263748168,2.156494140625,1.119122862815857,1.2086178064346311,1.3975212574005127,1.0388737916946411,0.8172065019607544,1.396031618118286
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1.558800458908081,0.9491024613380432,1.099130630493164,1.2835307121276855,1.3212732076644895,2.561243057250977,1.2447072267532349,1.4645806550979614,1.677401065826416,1.1734156608581543,1.137829303741455,1.2769585847854614,1.1892317533493042,1.2527661323547363,1.0748542547225952,1.7164239883422852,1.1696040630340576,1.2514251470565796,1.5533064603805542,1.3013697862625122,2.4310858249664307,1.3502808809280396,1.294641613960266,1.2624720335006714,1.784712314605713,2.894049644470215,1.0666311979293823,1.7123315334320068,1.8240940570831297,1.211063265800476,0.9356779456138612,0.9542105793952942,1.3548535108566284,1.500037670135498,1.016429424285889,1.0865988731384275,0.9661096930503844,1.3751883506774902,1.1496336460113523,1.4180179834365845,1.0601364374160769,2.26514744758606,1.830489993095398,1.0875535011291504,1.6823195219039917,1.859131455421448,1.5442849397659302,1.6428475379943848,2.250981092453003,1.4650893211364746,1.288840651512146,1.3134734630584717,1.5677560567855835,1.255585551261902,1.14171040058136,3.1725008487701416,1.1821777820587158,2.947233200073242,1.8253586292266848,1.554424285888672,0.9934549927711488,1.2334696054458618,1.219265341758728,1.9697670936584477,1.5501774549484253,4.892467498779297,1.3287899494171145,1.0996558666229248,1.3281419277191162,1.4735970497131348,1.4249770641326904,1.2099008560180664,1.3539401292800903,1.773136854171753,1.7706447839736938,1.4933379888534546,1.6290502548217771,0.8316671252250671,1.4099485874176023,1.179531216621399,1.190311312675476,0.9431329965591432,1.154007911682129,2.128107070922852,0.9726037383079528,0.9663925170898438,1.231642246246338,1.450502634048462,0.9208112359046936,2.669528722763061,1.3372831344604492,1.3016231060028076,1.09623384475708,1.145865559577942,1.1533079147338867,0.8618384003639221,1.1794496774673462,0.919707417488098,1.4182683229446411,1.220638632774353,1.5725281238555908,0.9996930956840516,1.4762576818466189,1.2165884971618652,1.1845693588256836,1.3041385412216189,1.2384341955184937,0.8506535887718201,1.358989119529724
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.7565280199050903,0.7558305859565735,1.1200504302978516,1.352241039276123,1.0373278856277466,2.321417808532715,1.103660225868225,1.6102527379989624,1.5847359895706177,1.122840404510498,1.1050481796264648,1.1391373872756958,1.2507672309875488,1.4603126049041748,0.9320693016052246,1.3743129968643188,1.0566421747207642,1.3458449840545654,1.3073803186416626,1.4174820184707642,2.3492653369903564,1.352331280708313,1.2179521322250366,1.310369849205017,1.5439746379852295,2.60882568359375,1.212302803993225,1.298445701599121,2.0786049365997314,1.2494049072265625,0.8635780215263367,1.089888095855713,1.4145522117614746,1.5686031579971311,1.0714987516403198,1.0331106185913086,1.0067386627197266,1.5979528427124023,1.1322566270828247,1.2252800464630127,1.456628918647766,2.1060092449188232,2.077095031738281,0.8958983421325684,1.8398749828338623,1.8273104429244995,1.2665096521377563,1.5312187671661377,2.025643348693848,1.2857555150985718,1.257014274597168,1.3477767705917358,1.8983279466629028,1.2733441591262815,1.246792554855347,4.110332489013672,1.1077572107315063,2.65942907333374,1.771436333656311,1.800504446029663,1.0529385805130005,0.9441332817077636,1.3606213331222534,2.168733596801758,1.390724778175354,5.128762245178223,1.5486449003219604,1.2445286512374878,1.266039252281189,1.7022061347961426,1.296778440475464,1.4935498237609863,1.6154837608337402,1.6740449666976929,1.4929327964782717,1.4763305187225342,1.811074495315552,0.9234462976455688,1.4703227281570437,1.0008909702301023,1.28771710395813,1.0898698568344116,1.1360125541687012,1.8830125331878664,1.0593996047973633,1.2360609769821167,1.2634695768356323,1.2289986610412598,0.8871918320655823,1.9508644342422483,1.3224663734436035,1.466064453125,1.269965648651123,1.212299346923828,1.3644003868103027,1.062902808189392,1.3224023580551147,1.0219035148620603,1.5962594747543335,1.2971878051757812,1.492306351661682,1.1912649869918823,1.9033913612365725,1.088754177093506,1.186722993850708,1.3049442768096924,1.2956597805023191,0.731705904006958,1.2556394338607788
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.4098632335662842,0.8326445817947388,1.2380800247192385,1.3619996309280396,1.2251482009887695,1.8802090883255005,1.2241424322128296,1.2885469198226929,1.5955387353897097,1.350212812423706,1.2498114109039309,1.093628168106079,1.2612262964248655,1.6489076614379885,1.0066924095153809,1.518910527229309,1.0925531387329102,1.4664306640625,1.2596107721328735,1.253385066986084,2.4183919429779053,1.5633111000061035,1.6054470539093018,1.247120022773743,1.366222262382507,2.7344977855682373,1.2411173582077026,1.5720419883728027,1.598804593086243,1.2983083724975586,0.9231714010238647,1.2025281190872192,1.557039499282837,1.4661117792129517,0.961469829082489,1.022812843322754,0.9721786975860596,1.4028608798980713,1.246273398399353,1.191375494003296,1.3148857355117798,2.043989658355713,1.690988302230835,0.9891387224197388,1.8577831983566284,2.084639549255371,1.424365520477295,1.5080769062042236,1.926820993423462,1.2959672212600708,1.453769564628601,1.0926612615585327,1.8851083517074585,1.4735826253890991,1.157042145729065,3.705966234207153,1.0472949743270874,2.487787961959839,1.754141330718994,1.8251714706420896,1.060250163078308,0.9064268469810486,1.2976181507110596,2.363412380218506,1.4490971565246582,6.4458746910095215,1.5139280557632446,1.1113100051879885,1.2999794483184814,1.919870495796204,1.344885230064392,1.4145405292510986,1.4446518421173096,1.887281060218811,1.6691040992736816,1.3774375915527344,1.6069155931472778,0.9455101490020752,1.3527296781539917,1.118688941001892,1.2146450281143188,1.064050555229187,0.8941688537597656,1.377959132194519,1.0373936891555786,1.164872407913208,1.3978848457336426,1.337405562400818,0.9781899452209472,1.7625913619995115,1.388354778289795,1.373080492019653,1.0778357982635498,1.366285800933838,1.1769537925720217,0.961957573890686,1.332460641860962,1.0486454963684082,1.428602933883667,1.5189558267593384,1.6357574462890625,1.0033472776412964,1.5061672925949097,1.174177885055542,1.35105299949646,1.1653897762298584,1.5589747428894043,0.8798966407775879,1.3112435340881348
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.2948004007339478,0.7874643802642822,1.1498173475265503,1.1383310556411743,1.2948075532913208,1.9982870817184448,1.2649469375610352,1.072685956954956,1.5045166015625,1.434620380401611,0.8164467811584473,1.219192624092102,1.4477070569992063,1.741267204284668,0.9310463070869446,1.4903669357299805,1.0615670680999756,1.1880468130111694,0.9954726696014404,1.3958455324172974,1.863492488861084,1.3666476011276243,1.4344117641448977,1.3339295387268066,1.314663052558899,2.061645030975342,1.1437374353408811,1.411235213279724,1.692335844039917,1.5299800634384155,0.9041172862052916,1.0172998905181885,1.435726523399353,1.6644225120544434,1.075383543968201,1.0315130949020386,1.1023012399673462,1.3695616722106934,1.1340579986572266,1.1332149505615234,1.2902723550796509,2.012141227722168,1.6828668117523191,0.9189784526824952,1.5112791061401367,2.594972610473633,1.4937881231307983,1.778408169746399,1.7704086303710938,1.229723572731018,1.4892789125442505,1.209447145462036,1.907381892204285,1.2771198749542236,1.1995880603790283,4.147649765014648,0.9859765768051147,2.462974548339844,1.9979033470153809,2.067307233810425,1.0616034269332886,1.0581287145614624,1.2717324495315552,1.942289113998413,1.6700217723846436,6.766744613647461,1.6221197843551636,1.151342272758484,1.1869113445281982,1.9644715785980225,1.230093240737915,1.5742381811141968,1.5386404991149902,1.9892706871032717,1.6195536851882937,1.3896642923355105,1.5297836065292358,0.9737118482589722,1.5068283081054688,1.1034313440322876,1.3433990478515625,0.9119381904602052,0.993924617767334,1.50053071975708,1.235690355300903,1.2046098709106443,1.1111820936203003,1.2957435846328735,1.0081417560577393,1.7431328296661377,1.3963977098464966,1.4104865789413452,1.3035519123077393,1.3877040147781372,1.144106388092041,0.916225790977478,1.5144925117492676,1.1831074953079224,1.643628716468811,1.60407817363739,1.7361739873886108,0.9514995813369752,1.634284257888794,1.2668401002883911,1.3171966075897217,1.3173304796218872,1.654024958610535,0.8703417778015137,1.126166820526123
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1.0265523195266724,0.7132431268692017,1.1454322338104248,1.335887789726257,1.180552959442139,1.802649736404419,1.0968985557556152,1.2459831237792969,1.2653254270553589,1.5724302530288696,1.0549254417419434,1.1036043167114258,1.494380235671997,1.9156514406204224,1.006380558013916,1.6353074312210083,1.084719181060791,1.3839097023010254,1.1987537145614624,1.300082802772522,2.28132438659668,1.3545238971710205,1.597994327545166,1.49248468875885,1.4280476570129397,2.190025568008423,1.2858822345733645,1.4718586206436155,1.6330785751342771,1.750128984451294,0.9355223178863524,1.1578449010849,1.652773380279541,1.1534558534622192,1.1674367189407349,1.140711784362793,1.046453833580017,1.349461793899536,1.2383089065551758,1.2792716026306152,1.364753007888794,1.7315248250961304,1.7520647048950195,1.0652445554733276,1.410770058631897,2.1054368019104004,1.3791677951812744,1.743261218070984,1.6016249656677246,1.3225115537643433,1.5651136636734009,1.1301090717315674,1.5870915651321411,1.3353379964828491,1.4496639966964722,0.7816726565361023,0.943935215473175,2.7925281524658203,1.57171630859375,2.0789411067962646,1.036926507949829,1.0141171216964722,1.4819923639297483,1.6640679836273191,1.429529070854187,6.135761737823486,1.5501296520233154,1.0194436311721802,1.4304362535476685,1.7917746305465698,1.465526461601257,1.3416199684143066,1.383049726486206,2.1912975311279297,1.8306204080581665,1.4790719747543335,1.6429753303527832,0.8838907480239868,1.3031152486801147,1.2640033960342407,1.4416407346725464,1.0034663677215576,0.911266565322876,1.2527003288269043,1.474012851715088,1.125283122062683,1.1211217641830444,1.321813464164734,0.9859338998794556,1.7644439935684204,1.4111318588256836,1.2831740379333496,1.1017570495605469,1.255665302276611,1.3523201942443848,1.0301724672317505,1.313380479812622,1.083561658859253,1.7765644788742063,1.81468403339386,1.8671382665634155,1.0665076971054075,1.6512402296066284,1.3440840244293213,1.5211275815963743,1.3378747701644895,1.770127534866333,0.8865379095077515,1.2961821556091309
